date,spx_close,spx_ret_cc,vix,vix_chg,ust2y,ust10y
2000-01-26,1404.0899658203125,-0.421272125638672,23.030000686645508,0.010000228881835938,,
2000-01-27,1398.56005859375,-0.393842799334565,23.540000915527344,0.5100002288818359,,
2000-01-28,1360.1600341796875,-2.745682902790292,26.139999389648438,2.5999984741210938,,
2000-01-31,1394.4599609375,2.5217566974388372,24.950000762939453,-1.1899986267089844,,
2000-02-01,1409.280029296875,1.062781920924527,23.450000762939453,-1.5,,
2000-02-02,1409.1199951171875,-0.011355740261742575,23.1200008392334,-0.3299999237060547,,
2000-02-03,1424.969970703125,1.1248137590027962,22.010000228881836,-1.1100006103515625,,
2000-02-04,1424.3699951171875,-0.0421044371651913,21.540000915527344,-0.4699993133544922,,
2000-02-07,1424.239990234375,-0.009127184878798822,22.790000915527344,1.25,,
2000-02-08,1441.719970703125,1.2273198750635705,21.25,-1.5400009155273438,,
2000-02-09,1411.7099609375,-2.081542211764542,22.899999618530273,1.6499996185302734,,
2000-03-14,1359.1500244140625,-1.7685470569578254,24.40999984741211,1.5599994659423828,,
2000-03-15,1392.1400146484375,2.427251564712085,22.34000015258789,-2.0699996948242188,,
2000-03-16,1458.469970703125,4.7646038011081915,20.770000457763672,-1.5699996948242188,,
2000-03-17,1464.469970703125,0.41139002657062385,22.3700008392334,1.6000003814697266,,
2000-03-20,1456.6300048828125,-0.5353449355160467,22.959999084472656,0.5899982452392578,,
2000-03-21,1493.8699951171875,2.556585413560186,21.700000762939453,-1.2599983215332031,,
2000-03-22,1500.6400146484375,0.45318665970788263,21.489999771118164,-0.21000099182128906,,
2000-03-23,1527.3499755859375,1.7799046191472767,22.260000228881836,0.7700004577636719,,
2000-03-24,1527.4599609375,0.0072010576043890495,23.309999465942383,1.0499992370605469,,
2000-03-27,1523.8599853515625,-0.23568379388013705,24.530000686645508,1.220001220703125,,
2000-03-28,1507.72998046875,-1.058496517912777,24.860000610351562,0.3299999237060547,,
2000-05-09,1412.1400146484375,-0.8447045595446401,28.93000030517578,0.7299995422363281,,
2000-05-10,1383.050048828125,-2.0599916097947757,29.8700008392334,0.9400005340576172,,
2000-05-11,1407.81005859375,1.790246837893128,27.760000228881836,-2.1100006103515625,,
2000-05-12,1420.9599609375,0.9340679350512193,26.049999237060547,-1.710000991821289,,
2000-05-15,1452.3599853515625,2.209775453021612,24.860000610351562,-1.1899986267089844,,
2000-05-16,1466.0400390625,0.9419189353131463,24.34000015258789,-0.5200004577636719,,
2000-05-17,1447.800048828125,-1.2441672634015521,23.979999542236328,-0.3600006103515625,,
2000-05-18,1437.2099609375,-0.731460666767958,23.959999084472656,-0.020000457763671875,,
2000-05-19,1406.949951171875,-2.1054689703017493,25.440000534057617,1.480001449584961,,
2000-05-22,1400.719970703125,-0.44280043249306233,26.0,0.5599994659423828,,
2000-05-23,1373.8599853515625,-1.917584236203862,25.8700008392334,-0.12999916076660156,,
2000-06-21,1479.1300048828125,0.21545809926770687,20.610000610351562,-0.26999855041503906,,
2000-06-22,1452.1800537109375,-1.8220136893247751,22.0,1.3899993896484375,,
2000-06-23,1441.47998046875,-0.7368282751745725,22.34000015258789,0.3400001525878906,,
2000-06-26,1455.31005859375,0.9594360180085637,22.450000762939453,0.1100006103515625,,
2000-06-27,1450.550048828125,-0.32707873744957094,21.799999237060547,-0.6500015258789062,,
2000-06-28,1454.8199462890625,0.2943640217300425,20.290000915527344,-1.5099983215332031,,
2000-06-29,1442.3900146484375,-0.8543965644911,19.700000762939453,-0.5900001525878906,,
2000-06-30,1454.5999755859375,0.846508975623772,19.540000915527344,-0.15999984741210938,,
2000-07-03,1469.5400390625,1.0270908653456035,19.829999923706055,0.28999900817871094,,
2000-07-05,1446.22998046875,-1.5862145960052088,21.15999984741211,1.3299999237060547,,
2000-08-15,1484.4300537109375,-0.47802331805094633,17.979999542236328,0.10000038146972656,,
2000-08-16,1479.8499755859375,-0.30854118815165643,18.020000457763672,0.04000091552734375,,
2000-08-17,1496.0699462890625,1.0960550711704986,17.479999542236328,-0.5400009155273438,,
2000-08-18,1491.719970703125,-0.2907601744642663,17.049999237060547,-0.43000030517578125,,
2000-08-21,1499.47998046875,0.5202055290556507,17.350000381469727,0.3000011444091797,,
2000-08-22,1498.1300048828125,-0.0900295838238141,17.469999313354492,0.11999893188476562,,
2000-08-23,1505.969970703125,0.5233167879129308,17.3799991607666,-0.09000015258789062,,
2000-08-24,1508.31005859375,0.15538742047640497,17.040000915527344,-0.3399982452392578,,
2000-08-25,1506.449951171875,-0.1233239420022958,16.530000686645508,-0.5100002288818359,,
2000-08-28,1514.0899658203125,0.5071535660706283,16.540000915527344,0.010000228881835938,,
2000-08-29,1509.8399658203125,-0.2806966624138041,16.889999389648438,0.34999847412109375,,
2000-09-26,1427.2099609375,-0.8213913621490154,21.8799991607666,0.4699993133544922,,
2000-09-27,1426.5699462890625,-0.04484376272270163,21.670000076293945,-0.20999908447265625,,
2000-09-28,1458.2900390625,2.223521731685918,19.469999313354492,-2.200000762939453,,
2000-09-29,1436.510009765625,-1.4935320624473891,20.56999969482422,1.1000003814697266,,
2000-10-02,1436.22998046875,-0.019493724023589287,21.229999542236328,0.6599998474121094,,
2000-10-03,1426.4599609375,-0.6802545319421149,21.850000381469727,0.6200008392333984,,
2000-10-04,1434.3199462890625,0.5510133874628176,21.540000915527344,-0.3099994659423828,,
2000-10-05,1436.280029296875,0.1366559122937483,21.030000686645508,-0.5100002288818359,,
2000-10-06,1408.989990234375,-1.900050025471689,22.709999084472656,1.6799983978271484,,
2000-10-09,1402.030029296875,-0.4939680896059673,24.020000457763672,1.3100013732910156,,
2000-10-10,1387.02001953125,-1.0705911750800823,24.860000610351562,0.8400001525878906,,
2000-11-08,1409.280029296875,-1.5776548078628938,25.65999984741211,0.75,,
2000-11-09,1400.1400146484375,-0.6485591549181047,27.200000762939453,1.5400009155273438,,
2000-11-10,1365.97998046875,-2.439758440034645,28.530000686645508,1.3299999237060547,,
2000-11-13,1351.260009765625,-1.0776124770198847,29.059999465942383,0.529998779296875,,
2000-11-14,1382.949951171875,2.3452141835934803,26.809999465942383,-2.25,,
2000-11-15,1389.81005859375,0.49604885672558385,26.149999618530273,-0.6599998474121094,,
